position,record_id,title,issue_date,summary,source,stock_code,stock_name,relate_id,proc_id,mark_id
7,5563286,八部门:科学合理布局氧化铝、铜冶炼、碳酸锂等项目 避免重复低水平建设,2025-09-28 14:53:28,"工业和信息化部等八部门联合发布《有色金属行业稳增长工作方案(2025—2026年)》,明确有序推进重点项目落地,通过设立绿色通道加快矿产资源开发项目核准、环评、节能审查等审批进程,强化要素保障和项目调度。重点推进在建项目投产、在产项目扩能及新项目开工建设。同时,科学布局氧化铝、铜冶炼、碳酸锂等项目,避免重复低水平建设,提升投资精准性与有效性,推动行业高质量发展。",财联社,,,20027103,1,1
8,5563284,工信部等八部门:适时丰富重要有色金属期货交易品种和金融衍生品种,2025-09-28 14:51:44,"工信部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,提出统筹超长期特别国债等资金,支持资源开发、高端材料攻关、节能降碳及数字化改造。用好新材料首批次保险补偿政策,培育初期市场。依托产融合作平台,引导金融机构精准支持合规项目。落实减税降费,丰富期货及衍生品品种,强化国家储备。加强国企考核引导,鼓励资源开发与成果转化。实施人才支持计划,建好卓越工程师实践基地,培育高水平复合型人才。",财联社,,,20027101,1,1
9,5563285,阳光电源股价翻倍狂涨!高管突然“踩刹车”:提前终止减持,2025-09-28 14:50:40,"阳光电源高管提前终止减持计划,股价自7月11日以来翻倍,背后受益于业绩强劲增长——2025年上半年净利润达77.35亿元,同比增长55.97%,毛利率提升至34.4%,并推出每10股派9.5元分红方案。公司拟发行H股登陆港交所,拓展融资渠道。光伏行业整体向好,受政策支持推动,中央明确遏制低价竞争,2035年非化石能源占比目标达30%以上,光伏装机容量将突破36亿千瓦。行业正从“内卷”转向高质量发展,头部企业有望实现盈利与估值双修复。",格隆汇,,,20027102,1,1
10,5563280,工信部等八部门:推动大宗金属消费升级,2025-09-28 14:49:22,"工业和信息化部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,提出推动大宗金属消费升级。重点拓展高强高韧耐腐蚀铝材在新能源汽车、航空航天等领域应用,加快推广高强高导铜线缆、5G基站铜散热器、超低粗糙度铜箔及高精度铜齿轮等高端铜材,并扩大镁合金在新能源汽车锻造轮毂、一体化铸件和电机壳体中的应用。支持上下游企业签订长期采购协议,建立稳定合作关系,共担原料价格波动风险,保障供应链畅通稳定。",财联社,,,20027097,1,1
11,5563297,"雷神科技信创中标平安银行项目,又添T100战略重要合作伙伴",2025-09-28 14:49:06,"雷神科技独家中标平安银行2025年海光路线框架采购项目,其博越LX12-H0160工作站搭载海光八核处理器,凭借高性能、高兼容性及安全可靠特性获金融头部客户认可。此举标志着雷神科技在金融信创领域再获关键突破,助力其“双百计划”落地见效。随着金融信创进入全面铺开阶段,2025年市场规模预计达2500亿元,年增速35%。雷神科技依托“电竞+信创”双轮驱动,已构建覆盖八大行业的信创生态,产品中标超300个场景,持续强化在信创领域的领先地位。",同壁财经,,,20027119,1,3
12,5563281,"研报掘金丨长江证券:金风科技盈利能力持续改善,维持“买入”评级",2025-09-28 14:48:50,"金风科技2025年半年报显示风机业务盈利持续改善,业绩超预期。行业预计下半年迎来盈利修复拐点,公司大型化趋势趋缓、在手订单充足、机型结构稳定,有望实现盈利拐点。中长期看,海外风电装机加速释放,公司出海订单持续落地,成长空间打开。同时,公司运营电站规模大,积极推进风氢氨醇一体化项目,形成持续利润支撑。维持“买入”评级。",格隆汇,,,20027098,0,1
13,5563278,八部门:提升稀有金属应用水平,2025-09-28 14:48:43,"财联社9月28日电,工业和信息化部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,其中提到,提升稀有金属应用水平。围绕集成电路、工业母机、低空经济、人形机器人、人工智能等新兴产业,加快高纯镓、钨硬质合金、全固态电池材料等高端产品应用验证,推进超导材料、液态金属、高熵合金等前沿材料的创新应用。鼓励下游用户企业、科研机构等单位开放应用场景,打造应用场景典型案例,培育新兴市场。",财联社,,,20027094,1,1
14,5563291,【行业资讯】协同共生 合作共赢——全球珍珠发展共同体(GPC)在香港正式成立,2025-09-28 14:48:23,"全球珍珠发展共同体(GPC)9月19日在香港成立,汇聚中、日、泰、法等国50余位珍珠产业代表,涵盖海水与淡水珍珠领域。GPC为非政府组织,首任主席由大溪地珍珠公司温惠仁担任,成员包括CIBJO、GAC、JPPS等国际权威机构。未来将推动全球珍珠产业链在标准化、可持续性、品质提升等方面协作,促进技术创新、道德规范与品牌建设,增强行业全球竞争力。",动态宝,,,20027108,1,1
15,5563277,八部门:推动超高纯金属等高品质原料、贵金属功能材料、高端稀土新材料等攻关突破,2025-09-28 14:48:17,"工业和信息化部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,聚焦高端材料创新,推动超高纯金属、铜合金、贵金属功能材料、高端稀土新材料等关键材料技术突破,提升铝合金、镁合金、硬质合金等产品性能。实施制造业卓越质量工程,以高质量供给引领新需求。支持建设有色金属新材料及低碳冶炼中试平台,发挥重点新材料平台作用,推进工艺“一条龙”应用,加速材料应用验证与迭代升级,助力行业高质量发展。",财联社,,,20027093,1,1
16,5563282,中国国庆中秋假期全社会跨区域人员流动量将达23.6亿人次,2025-09-28 14:47:41,"国庆中秋假期将至,交通运输部预计全社会跨区域人员流动量达23.6亿人次,日均约2.95亿,同比增长3.2%。10月1日将迎出行高峰,单日客流量或超3.4亿,创历史新高。自驾出行占比近八成,达18.7亿人次,高速公路车流量峰值或突破日均7000万辆,其中新能源车预计达1400万辆。京津冀、长三角、粤港澳大湾区、成渝等重点城市群及热门景区周边道路压力显著增加。小客车通行费免收政策自10月1日0时至10月8日24时实施,驶出收费公路即可享受免收。",中国新闻网,,,20027099,1,1
17,5563276,八部门:实施新一轮找矿突破战略行动 加强铜、铝、锂、镍、钴、锡等资源调查与勘探,2025-09-28 14:46:15,"工业和信息化部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,强调加强铜、铝、锂、镍、钴、锡等战略性矿产资源勘查与利用。实施新一轮找矿突破行动,科学有序投放矿业权,支持低品位及难选冶资源绿色高效技术攻关,提升资源综合利用率。推动废铜、废铝及废旧动力电池、光伏组件等新兴固废综合利用,支持建设再生资源回收基地。同时,将建成战略性矿产资源产业基础数据公共服务平台,为资源利用提供精准高效支撑。",财联社,,,20027091,1,1
18,5563274,工信部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,2025-09-28 14:44:35,"财联社9月28日电,工业和信息化部等八部门印发《有色金属行业稳增长工作方案(2025—2026年)》,其中提到,2025—2026年,有色金属行业增加值年均增长5%左右,经济效益保持向好态势,十种有色金属产量年均增长1.5%左右,铜、铝、锂等国内资源开发取得积极进展,再生金属产量突破2000万吨,高端产品供给能力不断增强,绿色低碳、数字化发展水平持续提升。",财联社,,,20027089,3,1
19,5563275,突发转向?暴增!,2025-09-28 14:43:51,"A股部分传统板块虽在科技牛市中承压,但8月工业企业利润大幅转正,同比增长20.4%,酒饮料茶、农副食品等行业利润增速亮眼,拉动整体工业利润回升。与此同时,科技股主导行情,近一年超400只基金收益率超100%,多为重仓北交所、算力等科技方向的中等规模基金,新生代基金经理表现突出。私募魔女虽不直接选股,却通过中证500股指期货(IC)间接参与,因成分股科技占比高、波动平滑、贴水显著,兼具收益与风控优势。她认为当前经济下行压力下,财政刺激概率上升,风格切换时机或已萌芽,静待拐点到来。",格隆汇,,,20027090,1,1
20,5563283,"当汽车成为智能终端,如何为“轮子上的数据”制定共识标准",2025-09-28 14:42:45,"智能网联新能源汽车“出海”面临数据安全、隐私保护、碳足迹核算等多重合规挑战,各国标准差异导致重复认证。2024年全球新能源汽车销量达1824万辆,中国出口201万辆,凸显标准统一紧迫性。国际标准组织推出ISO14060“净零排放标准”,聚焦可再生能源、循环经济、供应链可持续与数字信任。中国已建立139项国标、377项团标,参与单位超1400家。第七届世界新能源汽车大会启动“安全与可持续标准协作组”及“汽车数据跨境工作组”,推动建立全球通行标准体系。",中国新闻网,,,20027100,1,1
1,5563266,江西瑞金机场正式通航 直达北京、上海航线同步开通,2025-09-28 14:38:54,"财联社9月28日电,今天上午,历时5年规划建设的江西瑞金机场迎来正式通航,也标志着红都瑞金正式迈入“航空时代”。瑞金至北京、上海的直飞航线也同步开通。瑞金机场项目总投资17.2亿元,于2020年12月正式开工建设,按照满足年旅客吞吐量55万人次、货邮吞吐量2000吨的目标设计,新建航站楼7637平方米、站坪机位8个,兼顾通用航空发展,是一座4C级民用机场。",财联社,,,20027080,1,1
2,5563265,优步预计今年非餐厅外送业务营收达125亿美元,2025-09-28 14:38:14,"格隆汇9月28日|优步表示,随着杂货和零售配送业务扩张,预期今年底非餐厅外送的年总预订量将达到125亿美元。公司指,过去三个季度,其配送部门的扩张速度快于其叫车业务,杂货和零售订单持续强劲增长。",格隆汇,,,20027079,1,1
23,5563293,奉化区裘村镇150兆瓦渔光互补光伏项目顺利并网,2025-09-28 14:37:50,"2025年9月27日,经纬股份旗下鸿晟电力与鸿能电务承建的宁波奉化裘村150兆瓦渔光互补光伏项目顺利并网,成为宁波市本年度最大单体光伏项目及浙江省重点“绿保稳”工程。项目采用“上发电、下养殖”模式,光伏板架设于水面2.5米以上,兼顾生态养殖与发电效率,年均发电量达2亿千瓦时,年节约标准煤6万吨,减排二氧化碳超15万吨。项目具备良好就地消纳能力,助力电网经济性提升,标志着经纬股份在新能源领域技术与运营能力的显著突破,为绿色能源转型和新型电力系统建设注入新动能。",动态宝,,,20027110,1,1
3,5563268,委内瑞拉举行全国性民防与备灾演习,2025-09-28 14:37:39,"委内瑞拉于9月27日举行全国民防与备灾演习,覆盖各州及主要行政区,设立400多个教学点,涉及学校、医院等场所。演习内容涵盖自然灾害、武装袭击和社会应急事件应对。总统马杜罗表示将加大民防力度,启动民防计划以保障民众安全。内政部长卡韦略强调,公众、军队与警察需协同合作,提升应对各类灾害的综合能力。",中国新闻网,,,20027082,0,1
4,5563267,9月28日“农产品(000061)批发价格200指数”比周五上升0.07个点,2025-09-28 14:36:25,"9月28日,农产品批发价格200指数报118.85,环比微升0.07点;“菜篮子”产品指数为119.75,环比上升0.05点。猪肉均价19.17元/公斤,周环比下降1.3%;牛肉、鸡蛋价格微涨,羊肉、白条鸡略降。重点蔬菜均价5.03元/公斤,环比降1.0%;水果均价6.97元/公斤,微涨0.1%。鱼类价格普遍回落,其中白鲢鱼降幅达2.0%。西瓜、平菇、大蒜等五品种价格上涨居前,茄子、生菜、菜花等五品种降幅显著,其中茄子跌5.4%。",中国新闻网,000061,9月28日“农产品,20027081,1,1
5,5563262,"研报掘金丨西部证券:首予铜陵有色“买入”评级,目标价6.14元",2025-09-28 14:35:57,"西部证券研报指出,铜陵有色不仅是随铜价波动的强β标的,更具备显著成长性。资源端,米拉多二期投产将提升铜资源自给率;加工端,依托五大铜加工基地,已形成棒、线、缆、板、箔等完整配套能力,并加速向高端市场转型。基于2026年15倍PE,目标价6.14元/股,首次覆盖给予“买入”评级。",格隆汇,,,20027076,0,1
6,5563269,"中国贸促会:7月全球经贸摩擦指数为110,处于高位",2025-09-28 14:35:10,"7月全球经贸摩擦指数升至110,创高位,受美国关税政策调整影响,摩擦措施涉及金额同比增6.6%、环比增27.6%。美国、欧盟、巴西居国别指数前三,美国连续13个月居涉贸摩擦金额首位。电子、化工、运输设备等13个行业成摩擦焦点,电子行业指数居首。分项中,进出口关税措施指数最高,达76项。涉华摩擦指数为107,美国最高,无人机、太阳能电池、人工智能芯片等电子领域尤为突出,涉华措施金额环比升11.9%,同比下降16.4%。",中国新闻网,,,20027083,1,1
7,5563263,泰国外长在联合国大会称柬埔寨立场是“对真相的嘲弄”,2025-09-28 14:35:01,"格隆汇9月28日|泰国新任外交部长西哈萨·蓬集格在联合国大会发言时,将柬埔寨外交大臣布拉索昆关于泰柬边境冲突的陈述称为“对真相的嘲弄”。西哈萨说:“柬埔寨代表声称泰国强制驱逐柬埔寨公民离开村庄。这些村庄位于泰国境内,从来不属于柬埔寨。几十年前,泰国允许柬埔寨内战难民在此定居。”他补充说,泰国致力于和平解决冲突,但将始终捍卫国家主权和领土完整。",格隆汇,,,20027077,0,1
8,5563261,交通运输部:针对平台收费等问题 四家主要网络货运平台企业已采取相应优惠措施,2025-09-28 14:34:18,"交通运输部督促满帮、货拉拉、滴滴送货、快狗打车四家主要网络货运平台“一企一策”降低平台收费,并公开发布优惠举措。平台积极响应,根据自身情况推出相应降费措施。同时,交通运输部指导中国道路运输协会推动四家平台签署保障货车司机合法权益自律公约,作出十项公开承诺,涵盖合理收费、保障收入、优化服务等内容,欢迎社会各界监督,共同营造规范、公平的货运从业环境。",财联社,,,20027075,1,1
9,5563264,黄奇帆:2040年中国资本市场总市值有望翻两番,2025-09-28 14:33:08,"黄奇帆在2025青岛创投风投大会上指出,应通过“投早、投小、投长期、投硬科技”推动生产性服务业投资,助力金融强国建设与高市值独角兽培育。他强调,成熟资本市场总市值与GDP比例应接近1:1至1:1.2,当前中国资本市场市值占GDP约70%,仍有巨大增长空间。预计到2040年,中国GDP将达350万亿元,资本市场总市值有望达400万亿元,实现证券化率100%。此举将优化资源配置,支持科技企业成长,拓宽居民收入渠道,推动共同富裕。",格隆汇,,,20027078,2,1
10,5563270,"用起来、活起来,多地施策释放数据要素“乘数效应”",2025-09-28 14:33:02,"国家数据局近日发布“数据要素×”行动进展,多地已出台专项方案并配套财政支持。各地通过构建项目库、场景库、案例库、专家库,实施“一企一策”,推动数据要素在钢铁、汽车、能源、文旅等领域的深度应用。重庆、广东等地通过数据赋能实现产业提质增效,重庆旅游线路优化使游客满意度提升25%,山东海洋旅游产品增长150%。江苏数据交易所运营5个月上架产品超3900个,集聚服务机构超1800家。数据正从“资源”变为“资产”,带动数字人才培育,广东已超1400人获大数据职称。",中国新闻网,,,20027084,1,1
32,5563290,多地加快推进数据条例立法,2025-09-28 14:32:07,"广东加快数据立法,完善政策体系,强化数据安全;江苏建成统一数据交易所,上架数据产品超3900个,推进全省一体化数据资源体系建设;重庆打通政企社产四侧数据,建设汽车可信数据空间,推动智能网联新能源汽车发展,已形成“重庆造”新能源车全国领先优势;山东推进数据条例立法,出台多项管理办法与标准规范,构建数据要素规范管理体系,推动数据开发利用依法依规、有据可循。",中证金牛座,,,20027107,0,1
33,5563272,"乐享科技天使轮融资近5亿元,聚焦消费级具身智能赛道",2025-09-28 14:31:51,"消费级具身智能企业乐享科技完成2亿元“天使++”轮融资,9个月内累计融资近5亿元,由钟鼎资本领投,IDG资本跟投。资金将用于核心零部件自研、机器人本体与运动控制技术、意识仿生模型迭代,加速产品规模化落地。公司创始人郭人杰为西安交大少年班出身,曾任追觅中国区执行总裁,团队研发占比超80%,成员来自清华、中科院、伯克利等顶尖机构。其研发的履带式机器人W-bot(“WaWa”)已亮相世界人工智能大会、苏超赛场,并在京东“618”及拍卖中成功验证市场潜力,标志着具身智能机器人迈向消费级应用新阶段。",证券时报,,,20027086,1,1
34,5563271,手机企业以AI赋能听障人士无障碍沟通,2025-09-28 14:31:24,"在2025国际聋人日前夕,荣耀携手深圳市聋人协会举办活动,聚焦科技助残。面对数字生活普及背景下听障群体的迫切需求,荣耀依托平台级AI能力,推出系统级听力辅助方案,包括端侧无网运行的AI字幕与通话字幕功能,实现离线无障碍沟通。截至2024年底,每月超120万听障用户使用AI字幕,近19万用户受益于通话字幕。自2023年起,“有爱,便无障碍”公益行动已覆盖超15城,服务超1500名听障人士。荣耀通过普惠化AI技术,推动科技向善,助力实现数字包容与平等。",证券时报,,,20027085,1,1
11,5563253,零跑汽车创始人朱江明回应被“限高”,2025-09-28 14:28:28,"零跑汽车因业务纠纷被列为失信被执行人,创始人朱江明被限高,相关执行信息于9月25日公布。朱江明在朋友圈回应称,限高已解除,事件暴露团队短板,但更加坚定了其对公司的信心,强调企业经营需经风雨、需社会监督与支持。",财联社,,,20027063,0,1
12,5563255,广东院士专家科技成果转化服务中心在广州白云区启用,2025-09-28 14:28:00,"广东院士专家科技成果转化服务中心近日在广州白云区广州设计之都正式启用,由广东院士联合会设立,旨在打通科技成果转化“最后一公里”。中心将促进院士专家与企业对接,推动创新链、产业链、资金链、人才链深度融合,助力实验室成果产业化。未来将通过组建专业委员会、共建产业科技创新委员会、筹建大湾区技术转移转化中心等举措,实施“院士专家入企强链兴业行动”等项目,为传统产业赋能、新兴产业提速、未来产业筑基,助力大湾区高质量发展。白云区将全力支持基金与中试基地落地,构建全过程创新生态链。",中国新闻网,,,20027067,1,1
13,5563252,经济学家看下任美联储主席归属:最希望沃勒赢 但哈西特胜算最大!,2025-09-28 14:27:56,"调查显示,82%经济学家首选沃勒接任美联储主席,但仅20%认为他实际有望胜出。现任白宫经济顾问哈西特被视为最可能人选,反映政治压力下央行独立性受挑战。特朗普多次施压降息至1%,并批评鲍威尔。尽管美联储9月降息25基点,米兰作为唯一反对者主张大幅降息,而沃勒未附和其激进立场。经济学家担忧滞胀风险,认为关税推高通胀、拖累增长,而美联储面临就业与通胀双重压力。贝森特主持面试,候选人均面临政治与经济双重考验,下任主席或将面临艰难抉择。",财联社,,,20027062,1,1
14,5563257,日本内阁府民调:超七成受访者认为政府应加强物价对策,2025-09-28 14:27:44,"日本内阁府最新民调显示,73%受访者认为政府应加强物价对策,居各选项首位。超半数民众对生活和收入状况不满,77.9%感到烦恼,主因是担忧未来收入与资产。食品价格飙升,尤其是大米,成为主要压力源。9月第3周5公斤装大米均价达4246日元,连续三周超4000日元,5月曾达4285日元,创历史新高。民调反映物价上涨已显著影响民众生活预期。",中国新闻网,,,20027070,1,1
15,5563251,河南农商银行获批吸收合并82家机构,2025-09-28 14:27:12,"河南农商银行获准吸收合并省内9市共82家农商银行、农信社及村镇银行,承继其全部资产、负债、业务、人员及网点等权利义务,原机构转为分行。客户账户、银行卡、合同等继续有效,服务不变。此举旨在深化农村金融改革,提升服务效能。",财联社,,,20027061,1,1
16,5563259,第十四届全国茉莉花茶交易博览会推动AI与产业深度融合,2025-09-28 14:24:08,"横州市深化茉莉花智能化交易改革,推动“数字茉莉”平台应用,实现近10万花农实名注册、138家花企参与,AI赋能种植加工,提升效率与安全。2025年横州茉莉花(茶)品牌价值达226.69亿元,全产业链产值突破180亿元。全国茉莉花茶加工量达14万吨,工业产值222亿元,同比增11.73%、7.29%。产业融合新中式茶饮、文旅等新业态,打造全链条生态,助力乡村振兴。第十四届全国茉莉花茶交易博览会举办,聚焦AI赋能、新茶饮供应链等议题,推动高质量发展。",中国新闻网,,,20027072,1,1
17,5563250,"港股周报丨阿里加码AI投入引爆股价!小米发布会后急跌8%,大摩称仍看好公司长期价值",2025-09-28 14:24:00,"本周A股小幅上涨,港股受挫,恒指跌1.57%。南向资金净买入439亿港元,加仓阿里、腾讯,减持华虹半导体。国务院国资委强调抵制“内卷式”竞争,推动差异化发展。阿里宣布追加3800亿投入AI基建,并与英伟达开展Physical AI合作。小米发布会后股价回调8%,但大摩仍看好长期价值。奇瑞汽车港交所上市首日市值破2000亿港元。瑞银预计美联储明年3月前或再降息75基点,持续看好中国科技股。比亚迪获巴菲特清仓,回报率高达3890%。百度萝卜快跑获迪拜自动驾驶首牌,小鹏汽车进入欧洲五国市场。",华盛通,,,20027060,1,1
18,5563256,国产农机装备首次保税租赁出口至哈萨克斯坦,2025-09-28 14:23:52,"天津海关助力天津市首批保税租赁农机设备出口中亚,货值约500万元,运往哈萨克斯坦用于中亚首个棉纺全产业链项目。该批设备由云锦一号租赁(天津)有限公司通过东疆综保区完成出口租赁,服务新疆棉纺龙头企业与哈方共建项目。天津海关推出全周期监管服务,量身定制流程方案,建立“预审+随报随审”快速通关机制,实现高效通关。此举为国产装备“走出去”及“一带一路”产业合作提供新路径,未来将持续推进监管便利化与通关无感化。",中国新闻网,,,20027068,1,1
19,5563249,"近20年数据复盘:沪指10月上涨比例55%,这些板块历史“战绩”较佳",2025-09-28 14:23:34,"A股“金九银十”传统中,10月行情整体偏暖。近20年数据显示,上证指数10月上涨比例达55%,平均涨幅0.29%,其中2010年、2015年涨幅超10%。科创50、国证2000、创业板指等小盘指数表现更优,平均涨幅超1%。行业方面,银行、家电、机械、电子等20个板块上涨概率超60%,其中银行、家电、机械平均涨幅超1%;医疗设备、工程机械、预加工食品等细分领域表现突出。煤炭、有色金属及部分周期板块表现疲弱。整体呈现小盘与消费、制造板块占优格局。",财联社,,,20027059,1,1
